"region","gcam.consumer","subregional.population.share","subregional.income.share","year"
"India","d4",0.1,0.055287586,1975
"Africa_Eastern","d3",0.1,0.034884507,2010
"South Asia","d1",0.1,0.021877316,2020
"South Asia","d2",0.1,0.043558709,1990
"Africa_Western","d3",0.1,0.025351337,2005
"China","d2",0.1,0.042714909,1990
"Indonesia","d1",0.1,0.025577789,1975
"Africa_Southern","d5",0.1,0.035450991,1975
"South Asia","d1",0.1,0.024268484,2010
"South Asia","d1",0.1,0.022689123,2015
"China","d2",0.1,0.05251595,1975
"Africa_Western","d4",0.1,0.0330024,1990
"Africa_Southern","d2",0.1,0.017714939,2030
"Africa_Southern","d1",0.1,0.011267197,2045
"Africa_Western","d4",0.1,0.034643363,1975
"Africa_Eastern","d3",0.1,0.035868466,2015
"Africa_Western","d1",0.1,0.013392742,2035
"India","d1",0.1,0.00266909,2065
"South Asia","d4",0.1,0.056610558,1975
"Southeast Asia","d2",0.1,0.026673134,1975
"Africa_Eastern","d5",0.1,0.046750571,1990
"Africa_Eastern","d2",0.1,0.030368094,2025
"Africa_Southern","d3",0.1,0.025935898,2010
"South America_Southern","d1",0.1,0.011068844,1990
"Pakistan","d1",0.1,0.02476534,1990
"Africa_Southern","d3",0.1,0.025952652,2015
"South Africa","d1",0.1,0.004493185,2025
"Brazil","d1",0.1,0.007548728,1990
"Africa_Southern","d4",0.1,0.031613293,2005
"India","d5",0.1,0.065345813,1975
"Africa_Eastern","d5",0.1,0.05282066,1975
"Africa_Western","d3",0.1,0.024896931,2015
"Africa_Western","d3",0.1,0.025320337,2010
"Africa_Eastern","d5",0.1,0.045516541,2005
"South Asia","d1",0.1,0.020701301,2025
"Africa_Eastern","d3",0.1,0.039861825,2020
"Africa_Western","d2",0.1,0.022370181,2025
"Central Asia","d1",0.1,0.012680841,2005
"South Asia","d2",0.1,0.03584812,2005
"South Asia","d3",0.1,0.053008315,1990
"Africa_Eastern","d1",0.1,0.018239657,2040
"Africa_Southern","d3",0.1,0.024067036,2025
"Africa_Eastern","d4",0.1,0.043109079,2010
"South Africa","d1",0.1,0.006707884,2015
"China","d3",0.1,0.063448482,1975
"Central America and Caribbean","d1",0.1,0.007407771,2030
"South America_Southern","d1",0.1,0.008630583,2005
"India","d2",0.1,0.01500162,2020
"China","d3",0.1,0.053189063,1990
"Southeast Asia","d1",0.1,0.010949968,2005
"South Asia","d5",0.1,0.067360084,1975
"South Africa","d1",0.1,0.007804947,2005
"South Africa","d2",0.1,0.008904984,1990
"Central Asia","d1",0.1,0.011498148,2010
"Africa_Eastern","d4",0.1,0.044518696,2015
"Africa_Southern","d2",0.1,0.01976444,2035
"South Africa","d1",0.1,0.004508433,2030
"Southeast Asia","d2",0.1,0.019251178,1990
"Africa_Southern","d1",0.1,0.011949184,2050
"Pakistan","d2",0.1,0.046703768,1975
"Africa_Southern","d4",0.1,0.030598748,2020
"Africa_Western","d1",0.1,0.013948292,2040
"Africa_Eastern","d6",0.1,0.057694511,1990
"India","d2",0.1,0.02630263,2005
"India","d6",0.1,0.077091602,1975
"Africa_Eastern","d2",0.1,0.030999942,2030
"Africa_Western","d5",0.1,0.046106858,1975
"Central Asia","d1",0.1,0.01067727,2015
"Colombia","d2",0.1,0.016433129,1975
"South Asia","d1",0.1,0.02001743,2030
"Africa_Southern","d6",0.1,0.048031333,1990
"Africa_Western","d5",0.1,0.045018619,1990
"India","d2",0.1,0.013165333,2025
"Africa_Eastern","d6",0.1,0.064250099,1975
"South Asia","d4",0.1,0.061480904,1990
"China","d4",0.1,0.072915907,1975
"Africa_Southern","d4",0.1,0.033425092,2010
"Africa_Western","d4",0.1,0.036409921,2005
"Southeast Asia","d3",0.1,0.035813535,1975
"Africa_Eastern","d3",0.1,0.040185473,2025
"Africa_Western","d2",0.1,0.022415481,2030
"India","d2",0.1,0.051897959,1990
"China","d4",0.1,0.062355962,1990
"Africa_Eastern","d6",0.1,0.05727461,2005
"Africa_Western","d3",0.1,0.034182665,2020
"India","d1",0.1,0.003247938,2070
"Africa_Eastern","d5",0.1,0.051938952,2010
"South Asia","d3",0.1,0.044197722,2005
"South Africa","d2",0.1,0.00840084,2010
"South Asia","d2",0.1,0.032724435,2020
"South Africa","d1",0.1,0.004502006,2035
"Africa_Southern","d4",0.1,0.03406748,2015
"South Asia","d6",0.1,0.078953836,1975
"Africa_Southern","d6",0.1,0.05249087,1975
"Colombia","d1",0.1,0.013604166,1990
"Colombia","d1",0.1,0.011095007,2005
"Central America and Caribbean","d2",0.1,0.018892393,1990
"Africa_Eastern","d4",0.1,0.051183855,2020
"South Asia","d2",0.1,0.036372707,2010
"Africa_Eastern","d5",0.1,0.053430855,2015
"Southeast Asia","d1",0.1,0.011495547,2010
"Africa_Southern","d3",0.1,0.026871926,2030
"Africa_Southern","d5",0.1,0.043130578,2005
"Pakistan","d1",0.1,0.032622648,2020
"Central America and Caribbean","d1",0.1,0.008279733,2035
"South Asia","d2",0.1,0.035197794,2015
"Africa_Eastern","d1",0.1,0.018979785,2045
"India","d2",0.1,0.011984246,2030
"China","d5",0.1,0.082188291,1975
"Africa_Western","d4",0.1,0.034606966,2010
"South Asia","d5",0.1,0.069630462,1990
"Central America and Caribbean","d2",0.1,0.017395794,2005
"South America_Northern","d1",0.1,0.007450428,2005
"Colombia","d1",0.1,0.009969658,2010
"Central America and Caribbean","d2",0.1,0.021311596,1975
"Indonesia","d2",0.1,0.041194619,1975
"India","d7",0.1,0.092234072,1975
"Pakistan","d3",0.1,0.05710288,1975
"Africa_Western","d4",0.1,0.035253584,2015
"South Asia","d1",0.1,0.019749122,2035
"Southeast Asia","d1",0.1,0.013113093,2020
"Africa_Southern","d2",0.1,0.021677725,2040
"South Africa","d1",0.1,0.004521858,2040
"China","d5",0.1,0.071561216,1990
"Africa_Southern","d4",0.1,0.033619535,2025
"Africa_Western","d1",0.1,0.014577232,2045
"Africa_Southern","d1",0.1,0.012734258,2055
"India","d2",0.1,0.02401826,2015
"Africa_Eastern","d2",0.1,0.031679977,2035
"South America_Southern","d2",0.1,0.019229273,1975
"South Asia","d4",0.1,0.051635992,2005
"Pakistan","d1",0.1,0.030379467,2005
"Pakistan","d2",0.1,0.038796544,1990
"Africa_Eastern","d6",0.1,0.061794489,2010
"India","d3",0.1,0.062343854,1990
"Africa_Eastern","d7",0.1,0.080492518,1975
"Africa_Southern","d5",0.1,0.040246481,2020
"Central America and Caribbean","d2",0.1,0.017255862,2010
"South Asia","d7",0.1,0.094199936,1975
"Africa_Eastern","d7",0.1,0.07606277,1990
"China","d6",0.1,0.092182456,1975
"Africa_Western","d3",0.1,0.033866752,2025
"China","d1",0.1,0.021129333,2005
"South Asia","d2",0.1,0.031669094,2025
"Africa_Eastern","d3",0.1,0.040758746,2030
"India","d3",0.1,0.03520352,2005
"Africa_Western","d2",0.1,0.022896378,2035
"Southeast Asia","d4",0.1,0.044754129,1975
"India","d2",0.1,0.011310127,2035
"South Asia","d6",0.1,0.07966707,1990
"Central Asia","d1",0.1,0.018321843,1990
"Pakistan","d1",0.1,0.032876089,2025
"Southeast Asia","d3",0.1,0.027142907,1990
"Africa_Eastern","d5",0.1,0.062715463,2020
"Africa_Eastern","d6",0.1,0.064323225,2015
"Africa_Eastern","d4",0.1,0.051813343,2025
"Africa_Southern","d5",0.1,0.043879872,2010
"South America_Southern","d1",0.1,0.010973418,2010
"South Africa","d1",0.1,0.004548046,2045
"South Asia","d3",0.1,0.045137546,2010
"Africa_Western","d6",0.1,0.060827743,1990
"Pakistan","d4",0.1,0.066474373,1975
"Africa_Northern","d1",0.1,0.016860085,1975
"Africa_Western","d4",0.1,0.044258204,2020
"China","d6",0.1,0.081542112,1990
"India","d1",0.1,0.028932391,2010
"Africa_Southern","d5",0.1,0.044661698,2015
"South Africa","d2",0.1,0.011928225,2005
"South Asia","d3",0.1,0.043618967,2015
"Brazil","d1",0.1,0.01080054,2005
"Africa_Eastern","d7",0.1,0.077162347,2005
"Africa_Southern","d6",0.1,0.054453085,2005
"Africa_Southern","d3",0.1,0.03001596,2035
"Africa_Western","d6",0.1,0.06654156,1975
"South Asia","d1",0.1,0.020063782,2040
"South Asia","d5",0.1,0.060038967,2005
"Southeast Asia","d1",0.1,0.013205127,2025
"India","d8",0.1,0.113926729,1975
"China","d7",0.1,0.1038611,1975
"Africa_Western","d5",0.1,0.050996924,2005
"South Asia","d3",0.1,0.044469943,2020
"India","d4",0.1,0.071427688,1990
"Central Asia","d2",0.1,0.021380707,2005
"Central America and Caribbean","d1",0.1,0.009300095,2040
"Indonesia","d3",0.1,0.051607209,1975
"India","d2",0.1,0.010627443,2040
"South Africa","d2",0.1,0.011181938,2015
"Africa_Eastern","d1",0.1,0.019815425,2050
"Pakistan","d1",0.1,0.03194473,2015
"Southeast Asia","d1",0.1,0.014241824,2015
"Pakistan","d1",0.1,0.033014999,2010
"Brazil","d2",0.1,0.015975666,1975
"Europe_Non_EU","d1",0.1,0.01791076,1975
"South Africa","d1",0.1,0.004534621,2050
"India","d1",0.1,0.004070845,2075
"Middle East","d1",0.1,0.009289913,2020
"India","d3",0.1,0.025161667,2020
"Colombia","d1",0.1,0.011034875,2020
"Central America and Caribbean","d2",0.1,0.016839959,2020
"South Asia","d7",0.1,0.093080185,1990
"Africa_Southern","d2",0.1,0.023416169,2045
"Central America and Caribbean","d2",0.1,0.018608291,2015
"Central Asia","d1",0.1,0.014251828,2020
"Africa_Eastern","d2",0.1,0.03236859,2040
"Africa_Southern","d4",0.1,0.037268613,2030
"Pakistan","d5",0.1,0.075972986,1975
"Colombia","d3",0.1,0.025563783,1975
"Pakistan","d3",0.1,0.048077372,1990
"Africa_Western","d1",0.1,0.01523136,2050
"Mexico","d2",0.1,0.01552781,1975
"Africa_Southern","d7",0.1,0.07538736,1990
"South Asia","d2",0.1,0.031565674,2030
"China","d7",0.1,0.093621538,1990
"Africa_Western","d3",0.1,0.033995328,2030
"Pakistan","d1",0.1,0.033159045,2030
"South Asia","d8",0.1,0.117875885,1975
"South Asia","d4",0.1,0.053126078,2010
"Africa_Southern","d1",0.1,0.013556414,2060
"South America_Southern","d2",0.1,0.022060226,1990
"Indonesia","d1",0.1,0.032754511,1990
"Africa_Southern","d5",0.1,0.04415392,2025
"Southeast Asia","d2",0.1,0.019518788,2005
"Southeast Asia","d5",0.1,0.055414601,1975
"Africa_Eastern","d3",0.1,0.041562158,2035
"Central Asia","d2",0.1,0.020052531,2010
"India","d2",0.1,0.009950704,2045
"Africa_Eastern","d6",0.1,0.075803151,2020
"Africa_Western","d5",0.1,0.048892622,2010
"Africa_Western","d5",0.1,0.048709667,2015
"Colombia","d1",0.1,0.011906549,2015
"India","d5",0.1,0.08037456,1990
"Africa_Eastern","d7",0.1,0.08006793,2010
"Africa_Western","d2",0.1,0.023651325,2040
"South Africa","d2",0.1,0.010603323,2020
"Africa_Eastern","d5",0.1,0.063230892,2025
"India","d4",0.1,0.04460446,2005
"South Africa","d1",0.1,0.004553324,2055
"Colombia","d1",0.1,0.010776745,2025
"Africa_Southern","d7",0.1,0.080630498,1975
"South Asia","d4",0.1,0.051437126,2015
"India","d1",0.1,0.002681861,2100
"China","d8",0.1,0.11895558,1975
"Indonesia","d1",0.1,0.020908551,2020
"Africa_Southern","d6",0.1,0.052939597,2020
"Africa_Eastern","d4",0.1,0.052544115,2030
"South Asia","d6",0.1,0.069819502,2005
"Africa_Western","d4",0.1,0.044336835,2025
"Pakistan","d2",0.1,0.049007957,2020
"Middle East","d1",0.1,0.009418809,2025
"Central America and Caribbean","d3",0.1,0.029823762,1990
"Africa_Southern","d6",0.1,0.05575698,2010
"Southeast Asia","d4",0.1,0.035077186,1990
"Brazil","d2",0.1,0.015757153,1990
"Africa_Eastern","d7",0.1,0.082560894,2015
"India","d3",0.1,0.033656325,2015
"Central Asia","d2",0.1,0.01852161,2015
"Indonesia","d4",0.1,0.061345734,1975
"Brazil","d1",0.1,0.01093141,2020
"Africa_Western","d5",0.1,0.056182616,2020
"Middle East","d1",0.1,0.009633758,1990
"South Africa","d3",0.1,0.01370137,2010
"Southeast Asia","d1",0.1,0.013559102,2030
"South Africa","d1",0.1,0.016257295,1975
"Africa_Eastern","d8",0.1,0.11120714,1975
"India","d3",0.1,0.022863334,2025
"South Africa","d3",0.1,0.017025124,1990
"India","d2",0.1,0.009301209,2050
"India","d2",0.1,0.002859036,2100
"South Asia","d4",0.1,0.054166011,2020
"Africa_Southern","d3",0.1,0.031908538,2040
"Pakistan","d6",0.1,0.086587398,1975
"South Asia","d1",0.1,0.020948853,2045
"South Asia","d3",0.1,0.043773526,2025
"Africa_Southern","d6",0.1,0.057438712,2015
"Central America and Caribbean","d3",0.1,0.033149475,1975
"Central America and Caribbean","d3",0.1,0.027261874,2005
"Middle East","d1",0.1,0.00906534,1975
"South Africa","d1",0.1,0.004578406,2060
"India","d6",0.1,0.090155252,1990
"Colombia","d1",0.1,0.010614892,2030
"South Africa","d3",0.1,0.01561925,2005
"Central America and Caribbean","d2",0.1,0.017564016,2025
"Pakistan","d4",0.1,0.056859046,1990
"South Asia","d5",0.1,0.061735839,2010
"South America_Southern","d3",0.1,0.029015505,1975
"China","d8",0.1,0.110194963,1990
"South America_Southern","d1",0.1,0.013168235,2015
"South Asia","d8",0.1,0.113253254,1990
"Central America and Caribbean","d1",0.1,0.010455707,2045
"Africa_Southern","d4",0.1,0.039577316,2035
"South America_Southern","d1",0.1,0.011730651,2020
"Africa_Western","d7",0.1,0.08431109,1990
"Taiwan","d1",0.1,0.032882602,1975
"Pakistan","d2",0.1,0.046472662,2005
"India","d2",0.1,0.008691548,2055
"South Asia","d2",0.1,0.031957176,2035
"Africa_Eastern","d1",0.1,0.020704719,2055
"Mexico","d1",0.1,0.0148806,1990
"Brazil","d1",0.1,0.01063809,2025
"India","d9",0.1,0.152327462,1975
"Pakistan","d1",0.1,0.033502044,2035
"South Africa","d2",0.1,0.010684734,2025
"South Asia","d5",0.1,0.060263372,2015
"Brazil","d1",0.1,0.012500625,2015
"Brazil","d1",0.1,0.012755808,2010
"China","d1",0.1,0.019259941,2010
"Southeast Asia","d2",0.1,0.020042041,2010
"Central Asia","d1",0.1,0.014350336,2025
"Africa_Southern","d5",0.1,0.046913751,2030
"Africa_Northern","d1",0.1,0.022865308,1990
"Africa_Eastern","d8",0.1,0.116805384,1990
"Colombia","d2",0.1,0.024716434,1990
"Africa_Western","d3",0.1,0.034591924,2035
"Africa_Western","d6",0.1,0.069273904,2005
"Southeast Asia","d6",0.1,0.067543138,1975
"Africa_Southern","d2",0.1,0.02479822,2050
"Africa_Eastern","d7",0.1,0.092524822,2020
"Africa_Eastern","d2",0.1,0.033097031,2045
"Central America and Caribbean","d3",0.1,0.026891889,2010
"Africa_Southern","d7",0.1,0.075909243,2005
"Africa_Eastern","d6",0.1,0.076428695,2025
"South America_Northern","d1",0.1,0.013455861,1990
"China","d9",0.1,0.143117854,1975
"Pakistan","d2",0.1,0.049294879,2025
"Africa_Western","d7",0.1,0.092771079,1975
"Central Asia","d3",0.1,0.029466,2005
"South Africa","d1",0.1,0.004596807,2065
"Middle East","d1",0.1,0.009913007,2030
"South Asia","d7",0.1,0.084052204,2005
"Indonesia","d5",0.1,0.071494024,1975
"Southeast Asia","d2",0.1,0.022183618,2020
"India","d3",0.1,0.021234009,2030
"India","d5",0.1,0.055005501,2005
"Africa_Western","d1",0.1,0.016140871,2055
"South Africa","d3",0.1,0.015472213,2015
"Africa_Eastern","d5",0.1,0.064048551,2030
"Pakistan","d3",0.1,0.058817477,2020
"Colombia","d1",0.1,0.010523593,2035
"South America_Southern","d2",0.1,0.019814772,2005
"Pakistan","d7",0.1,0.099616116,1975
"Africa_Southern","d1",0.1,0.014258129,2065
"India","d2",0.1,0.008138702,2060
"Africa_Eastern","d3",0.1,0.042707865,2040
"Europe_Non_EU","d1",0.1,0.019418539,1990
"Africa_Western","d2",0.1,0.024381368,2045
"India","d7",0.1,0.101898336,1990
"South Asia","d5",0.1,0.063497323,2020
"Africa_Southern","d6",0.1,0.056773475,2025
"Africa_Eastern","d8",0.1,0.112293369,2005
"Africa_Eastern","d4",0.1,0.053368208,2035
"Africa_Western","d4",0.1,0.04443074,2030
"Southeast Asia","d1",0.1,0.013935582,2035
"China","d2",0.1,0.034130702,2005
"Europe_Eastern","d1",0.1,0.02571098,2005
"India","d2",0.1,0.044043036,2010
"Brazil","d1",0.1,0.010503389,2030
"India","d1",0.1,0.005161305,2080
"Central Asia","d2",0.1,0.029771585,1990
"Africa_Western","d5",0.1,0.056200407,2025
"Pakistan","d5",0.1,0.066127552,1990
"Central Asia","d3",0.1,0.026712207,2010
"Africa_Northern","d2",0.1,0.026620593,1975
"Middle East","d1",0.1,0.011340725,2005
"Indonesia","d1",0.1,0.029982077,2005
"India","d4",0.1,0.036334461,2020
"Colombia","d4",0.1,0.035634261,1975
"Africa_Western","d6",0.1,0.070293538,2020
"Indonesia","d1",0.1,0.020937006,2025
"South Africa","d1",0.1,0.004583398,2070
"South Asia","d6",0.1,0.072486555,2010
"South Asia","d3",0.1,0.043640174,2030
"Southeast Asia","d3",0.1,0.026468778,2005
"Middle East","d1",0.1,0.010201197,2015
"South Asia","d4",0.1,0.053538838,2025
"India","d2",0.1,0.007665421,2065
"Africa_Southern","d7",0.1,0.069863236,2020
"Africa_Southern","d3",0.1,0.033566222,2045
"Colombia","d2",0.1,0.022639812,2005
"South Asia","d9",0.1,0.163161243,1975
"Southeast Asia","d5",0.1,0.045115032,1990
"Africa_Western","d6",0.1,0.066878284,2010
"Pakistan","d2",0.1,0.049513945,2010
"South Asia","d1",0.1,0.022142827,2050
"Middle East","d1",0.1,0.010821521,2010
"Central America and Caribbean","d2",0.1,0.018627885,2030
"Pakistan","d2",0.1,0.048485572,2015
"India","d4",0.1,0.043737718,2015
"Africa_Western","d6",0.1,0.06713733,2015
"South Africa","d2",0.1,0.010788851,2030
"South Asia","d6",0.1,0.070499031,2015
"Brazil","d3",0.1,0.024407065,1975
"South America_Southern","d1",0.1,0.012007147,2025
"Colombia","d1",0.1,0.010444702,2040
"Pakistan","d3",0.1,0.055949981,2005
"Africa_Southern","d8",0.1,0.111570129,1975
"Africa_Eastern","d8",0.1,0.112733857,2010
"Argentina","d1",0.1,0.013943028,2005
"Mexico","d1",0.1,0.0138,2005
"Mexico","d1",0.1,0.013505402,2010
"Africa_Southern","d7",0.1,0.075396378,2010
"Brazil","d1",0.1,0.010451471,2035
"Indonesia","d2",0.1,0.047363491,1990
"Central America and Caribbean","d3",0.1,0.025553358,2020
"India","d3",0.1,0.020218536,2035
"Africa_Southern","d8",0.1,0.111875968,1990
"Pakistan","d4",0.1,0.067462289,2020
"Argentina","d1",0.1,0.019490255,1990
"Indonesia","d6",0.1,0.083057506,1975
"Central Asia","d3",0.1,0.025211808,2015
"South Asia","d2",0.1,0.032844192,2040
"Africa_Southern","d4",0.1,0.04260386,2040
"Central America and Caribbean","d4",0.1,0.041150628,1990
"Middle East","d1",0.1,0.010605418,2035
"Pakistan","d1",0.1,0.034158936,2040
"India","d2",0.1,0.00729272,2070
"Africa_Eastern","d8",0.1,0.113869854,2015
"Europe_Non_EU","d2",0.1,0.028703736,1975
"South Africa","d1",0.1,0.004596593,2075
"Indonesia","d1",0.1,0.026681424,2010
"Central America and Caribbean","d1",0.1,0.011640574,2050
"India","d8",0.1,0.11757088,1990
"Pakistan","d2",0.1,0.049643902,2030
"Africa_Southern","d7",0.1,0.076083127,2015
"Pakistan","d3",0.1,0.059087385,2025
"Central America and Caribbean","d3",0.1,0.028878972,2015
"South America_Southern","d3",0.1,0.033053645,1990
"Central Asia","d1",0.1,0.027593297,1975
"China","d9",0.1,0.141977496,1990
"Pakistan","d8",0.1,0.11738331,1975
"South Asia","d6",0.1,0.073896238,2020
"South Africa","d4",0.1,0.0190019,2010
"South Africa","d4",0.1,0.020575078,2005
"Africa_Eastern","d7",0.1,0.093230089,2025
"Central Asia","d1",0.1,0.01483191,2030
"Africa_Southern","d5",0.1,0.051301128,2035
"Africa_Western","d3",0.1,0.035333388,2040
"Southeast Asia","d2",0.1,0.023581807,2015
"Africa_Eastern","d6",0.1,0.077063816,2030
"Central America and Caribbean","d4",0.1,0.045021404,1975
"Africa_Eastern","d1",0.1,0.021367822,2060
"Southeast Asia","d7",0.1,0.084775484,1975
"Africa_Eastern","d9",0.1,0.157412349,1975
"Colombia","d2",0.1,0.021373079,2010
"Southeast Asia","d1",0.1,0.014372458,2040
"Pakistan","d6",0.1,0.076935892,1990
"Africa_Eastern","d2",0.1,0.033665211,2050
"Africa_Eastern","d8",0.1,0.117269867,2020
"Southeast Asia","d2",0.1,0.022917915,2025
"Africa_Southern","d2",0.1,0.025991422,2055
"Africa_Eastern","d5",0.1,0.064902362,2035
"India","d6",0.1,0.068606861,2005
"Africa_Western","d8",0.1,0.112961678,1990
"South America_Southern","d4",0.1,0.039462811,1975
"Brazil","d1",0.1,0.010424836,2040
"Central America and Caribbean","d4",0.1,0.03825377,2005
"Mexico","d3",0.1,0.025131635,1975
"India","d3",0.1,0.053389555,2010
"Colombia","d1",0.1,0.010363018,2045
"Africa_Western","d4",0.1,0.044839976,2035
"Europe_Non_EU","d1",0.1,0.016108295,2005
"South Africa","d2",0.1,0.010852119,2035
"Africa_Western","d7",0.1,0.090739676,2005
"South Asia","d7",0.1,0.085797324,2010
"Brazil","d3",0.1,0.023591849,1990
"Central Asia","d2",0.1,0.023699105,2020
"India","d4",0.1,0.033700544,2025
"India","d2",0.1,0.007042685,2075
"South Africa","d1",0.1,0.004611532,2080
"South Asia","d5",0.1,0.063419257,2025
"Africa_Southern","d6",0.1,0.062322386,2030
"Africa_Western","d2",0.1,0.025333595,2050
"South Asia","d8",0.1,0.108697035,2005
"Africa_Eastern","d4",0.1,0.054340627,2040
"Europe_Eastern","d1",0.1,0.028646911,2015
"South Asia","d3",0.1,0.043584083,2035
"Africa_Southern","d1",0.1,0.015018251,2070
"Pakistan","d4",0.1,0.064231199,2005
"Africa_Eastern","d3",0.1,0.043972388,2045
"Africa_Western","d5",0.1,0.05628879,2030
"South Africa","d3",0.1,0.017058461,2020
"Pakistan","d5",0.1,0.076092412,2020
"Africa_Western","d1",0.1,0.017190048,2060
"Africa_Western","d8",0.1,0.122822302,1975
"Indonesia","d1",0.1,0.024043668,2015
"India","d3",0.1,0.019208624,2040
"South America_Northern","d1",0.1,0.014049739,1975
"Pakistan","d3",0.1,0.059346724,2010
"South Asia","d7",0.1,0.083005,2015
"Colombia","d3",0.1,0.033587345,1990
"South Asia","d4",0.1,0.053413894,2030
"Africa_Western","d6",0.1,0.070533093,2025
"Central Asia","d4",0.1,0.039646242,2005
"Pakistan","d3",0.1,0.058537278,2015
"Southeast Asia","d3",0.1,0.027715403,2010
"Central America and Caribbean","d2",0.1,0.019808961,2035
"South Asia","d9",0.1,0.164062951,1990
"South America_Southern","d1",0.1,0.01245422,2030
"Africa_Northern","d3",0.1,0.033667328,1975
